,uniprot,annotation,iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,original_ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,FP_iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,TP_iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1_ratio,iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,original_ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,FP_iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,TP_iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,original_ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,FP_iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,TP_iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1_ratio,iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,original_ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,FP_iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,TP_iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,original_ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,FP_iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,TP_iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,original_ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,FP_iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,TP_iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2_ratio,iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,original_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,FP_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,TP_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,original_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,FP_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,TP_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,original_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,FP_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,TP_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,original_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,FP_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,TP_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,original_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,FP_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,TP_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,original_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,FP_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,TP_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio
0,Q9JMG3,FP,inf,inf,0.0,0.0,0.0,0.0,0.0,,,,,,,,inf,inf,6.0,4.0,0.013986013986013986,0.007009345794392523,0.006976668191621463,1.1636593280099359,3.962293388429752,101.0,133.0,0.46503496503496505,0.11799065420560748,0.3470443108293576,inf,inf,15.0,6.0,0.02097902097902098,0.017482517482517484,0.003496503496503496,,,,,,,,4.205671108908612,32.47130833970926,46.0,23.0,0.08041958041958042,0.053927315357561546,0.02649226506201887,3.2737915950694405,24.154809334092203,87.0,39.0,0.13636363636363635,0.10211267605633803,0.03425096030729832,3.002886745455683,22.981637337413925,50.0,36.0,0.1258741258741259,0.05847953216374269,0.0673945937103832,2.068456630621151,17.095617529880478,105.0,66.0,0.23076923076923078,0.12295081967213115,0.10781841109709964,3.0058663477192678,14.562356541698547,46.0,17.0,0.06028368794326241,0.0539906103286385,0.006293077614623908,2.0343347650569727,10.832669322709163,90.0,30.0,0.1056338028169014,0.10600706713780919,-0.0003732643209077846
1,Q91XL3,,inf,inf,1.0,0.0,0.0,0.0011682242990654205,-0.0011682242990654205,2.228864988391148,12.33529411764706,47.0,72.0,0.2517482517482518,0.054778554778554776,0.196969696969697,inf,inf,15.0,7.0,0.024475524475524476,0.017523364485981307,0.006952159989543169,2.135503443627098,7.771428571428571,49.0,87.0,0.3041958041958042,0.05724299065420561,0.24695281354159862,inf,inf,15.0,5.0,0.017482517482517484,0.017482517482517484,0.0,2.3357420865503324,13.673109243697478,45.0,72.0,0.2517482517482518,0.052508751458576426,0.19923950028967535,,,,,,,,inf,inf,1.0,1.0,0.0034965034965034965,0.0011737089201877935,0.002322794576315703,,,,,,,,inf,inf,60.0,23.0,0.08041958041958042,0.0702576112412178,0.010161969178362623,,,,,,,,inf,inf,10.0,8.0,0.028169014084507043,0.011778563015312132,0.01639045106919491
2,P54728,FP,inf,inf,1.0,0.0,0.0,0.0011682242990654205,-0.0011682242990654205,,,,,,,,inf,inf,11.0,5.0,0.017482517482517484,0.012850467289719626,0.004632050192797858,,,,,,,,inf,inf,11.0,5.0,0.017482517482517484,0.01282051282051282,0.004662004662004664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,P21956,TP,inf,inf,2.0,0.0,0.0,0.002336448598130841,-0.002336448598130841,,,,,,,,inf,inf,5.0,3.0,0.01048951048951049,0.005841121495327103,0.004648388994183387,0.7813384453680184,3.0398809523809525,142.0,161.0,0.5629370629370629,0.1658878504672897,0.3970492124697732,inf,inf,1.0,0.0,0.0,0.0011655011655011655,-0.0011655011655011655,,,,,,,,1.3414097015952418,4.459346186085499,113.0,148.0,0.5174825174825175,0.1324736225087925,0.38500889497372504,inf,inf,70.0,23.0,0.08041958041958042,0.08215962441314555,-0.0017400439935651296,,,,,,,,inf,inf,85.0,29.0,0.10139860139860139,0.09953161592505855,0.0018669854735428454,,,,,,,,inf,inf,5.0,2.0,0.007042253521126761,0.005889281507656066,0.0011529720134706945
4,O89001,,inf,inf,2.0,1.0,0.0034965034965034965,0.002336448598130841,0.0011600548983726556,,,,,,,,inf,inf,12.0,5.0,0.017482517482517484,0.014018691588785047,0.0034638258937324373,0.9099963876696675,3.3234295415959254,123.0,153.0,0.534965034965035,0.14369158878504673,0.39127344617998827,inf,inf,16.0,6.0,0.02097902097902098,0.018648018648018648,0.002331002331002332,1.3070723717293984,6.702037351443124,113.0,130.0,0.45454545454545453,0.13185530921820304,0.3226901453272515,2.01004049516659,7.088414634146342,80.0,101.0,0.3531468531468531,0.09378663540445487,0.25936021774239826,inf,inf,80.0,27.0,0.0944055944055944,0.09389671361502347,0.0005088807905709314,1.7486339018915082,9.634146341463415,86.0,90.0,0.3146853146853147,0.10058479532163743,0.21410051936367724,inf,inf,1.0,2.0,0.006993006993006993,0.00117096018735363,0.005822046805653363,,,,,,,,inf,inf,50.0,21.0,0.07394366197183098,0.05889281507656066,0.015050846895270323
5,Q8VCH8,FP,inf,inf,2.0,1.0,0.0034965034965034965,0.002336448598130841,0.0011600548983726556,,,,,,,,inf,inf,0.0,0.0,0.0,0.0,0.0,,,,,,,,inf,inf,17.0,6.0,0.02097902097902098,0.019813519813519812,0.0011655011655011677,,,,,,,,inf,inf,0.0,1.0,0.0034965034965034965,0.0,0.0034965034965034965,inf,inf,60.0,20.0,0.06993006993006994,0.07042253521126761,-0.0004924652811976737,inf,inf,5.0,2.0,0.006993006993006993,0.005847953216374269,0.0011450537766327243,inf,inf,0.0,2.0,0.006993006993006993,0.0,0.006993006993006993,inf,inf,15.0,7.0,0.024822695035460994,0.017605633802816902,0.007217061232644092,inf,inf,53.0,22.0,0.07746478873239436,0.0624263839811543,0.015038404751240061
6,E9Q4X2,,inf,inf,3.0,1.0,0.0034965034965034965,0.0035046728971962616,-8.169400692765137e-06,2.0181858365988194,10.65930195325008,53.0,86.0,0.3006993006993007,0.06177156177156177,0.23892773892773891,inf,inf,14.0,7.0,0.024475524475524476,0.016355140186915886,0.00812038428860859,2.8446584522588396,12.70509125840538,36.0,48.0,0.16783216783216784,0.04205607476635514,0.1257760930658127,inf,inf,9.0,1.0,0.0034965034965034965,0.01048951048951049,-0.006993006993006994,1.6151442192276282,8.297470381043867,81.0,115.0,0.4020979020979021,0.09451575262543757,0.30758214947246454,3.8346120067156013,25.107291666666665,47.0,26.0,0.09090909090909091,0.05509964830011723,0.03580944260897368,3.3191060592210504,24.92554291623578,87.0,38.0,0.13286713286713286,0.10211267605633803,0.030754456810794834,1.6423647458220205,8.95,96.0,101.0,0.3531468531468531,0.11228070175438597,0.24086615139246714,1.124308197332109,8.885211995863495,163.0,130.0,0.45454545454545453,0.19086651053864168,0.26367894400681285,2.8363424957636654,12.947916666666666,48.0,17.0,0.06028368794326241,0.056338028169014086,0.003945659774248322,2.2811844794459906,12.854188210961738,88.0,28.0,0.09859154929577464,0.10365135453474676,-0.00505980523897212
7,Q8BWG9,,inf,inf,3.0,1.0,0.0034965034965034965,0.0035046728971962616,-8.169400692765137e-06,,,,,,,,inf,inf,1.0,0.0,0.0,0.0011682242990654205,-0.0011682242990654205,,,,,,,,inf,inf,18.0,6.0,0.02097902097902098,0.02097902097902098,0.0,,,,,,,,,,,,,,,inf,inf,69.0,22.0,0.07692307692307693,0.08098591549295775,-0.004062838569880822,,,,,,,,inf,inf,0.0,2.0,0.006993006993006993,0.0,0.006993006993006993,,,,,,,,inf,inf,46.0,15.0,0.0528169014084507,0.05418138987043581,-0.001364488461985107
8,Q69ZQ1,FP,inf,inf,3.0,1.0,0.0034965034965034965,0.0035046728971962616,-8.169400692765137e-06,1.7760041739173462,9.012075471698113,57.0,93.0,0.32517482517482516,0.06643356643356643,0.25874125874125875,inf,inf,13.0,7.0,0.024475524475524476,0.015186915887850467,0.009288608587674009,1.7348053836207742,5.886792452830188,64.0,111.0,0.3881118881118881,0.07476635514018691,0.3133455329717012,inf,inf,8.0,1.0,0.0034965034965034965,0.009324009324009324,-0.005827505827505828,1.907301141809701,10.16,66.0,101.0,0.3531468531468531,0.07701283547257877,0.27613401767427437,inf,inf,29.0,17.0,0.05944055944055944,0.03399765533411489,0.02544290410644455,inf,inf,78.0,26.0,0.09090909090909091,0.09154929577464789,-0.0006402048655569786,inf,inf,24.0,13.0,0.045454545454545456,0.028070175438596492,0.017384370015948964,inf,inf,23.0,8.0,0.027972027972027972,0.026932084309133488,0.0010399436628944839,inf,inf,41.0,17.0,0.06028368794326241,0.04812206572769953,0.012161622215562877,inf,inf,70.0,27.0,0.09507042253521127,0.08244994110718493,0.01262048142802634
9,Q99LG2,FP,inf,inf,4.0,1.0,0.0034965034965034965,0.004672897196261682,-0.0011763936997581854,,,,,,,,inf,inf,5.0,4.0,0.013986013986013986,0.005841121495327103,0.008144892490686884,,,,,,,,inf,inf,16.0,6.0,0.02097902097902098,0.018648018648018648,0.002331002331002332,0.8514385419975835,4.887056883759275,173.0,158.0,0.5524475524475524,0.20186697782963828,0.35058057461791414,,,,,,,,inf,inf,20.0,10.0,0.03496503496503497,0.023474178403755867,0.0114908565612791,,,,,,,,inf,inf,57.0,23.0,0.08041958041958042,0.06674473067915691,0.013674849740423503,,,,,,,,inf,inf,25.0,10.0,0.035211267605633804,0.02944640753828033,0.005764860067353474
